country,country_iso,region,year,gdp_usd_billion,govt_revenue_usd_million,govt_expenditure_usd_million,govt_gross_debt_usd_million,govt_resource_revenue_usd_million,fx_rate,population,net_oda_&_official_aid_recieved_usd_current
Venezuela,VEN,Latin America/Caribbean,2016-01-01,236.11599999999999,524180.5605,1.069599825e+06,73904.308,,9.257344444,2.9846179e+07,4.343e+07
Venezuela,VEN,Latin America/Caribbean,2017-01-01,210.085,2.656722105e+06,1.202474216e+07,73319.665,,9.975,2.9390409e+07,8.654e+07
Vietnam,VNM,Asia-Pacific,2011-01-01,134.59799999999998,35076.14671,36631.26074,60030.708,5363.304293,20509.75,8.8871561e+07,3.61928e+09
Vietnam,VNM,Asia-Pacific,2012-01-01,155.565,35214.422889999994,45898.13751,75293.46,6001.535974,20828,8.9802487e+07,4.11331e+09
Vietnam,VNM,Asia-Pacific,2013-01-01,170.565,39521.06879,52266.81422,88352.67,5732.4619,20933.41667,9.0753472e+07,4.0856e+09
Vietnam,VNM,Asia-Pacific,2014-01-01,185.89700000000002,41410.1097,53121.713639999994,102243.35,4728.579435000001,21148,9.1714595e+07,4.21562e+09
Vietnam,VNM,Asia-Pacific,2015-01-01,191.454,45914.55821,57938.63759,109128.78,3133.991632,21697.5675,9.2677076e+07,3.15736e+09
Vietnam,VNM,Asia-Pacific,2016-01-01,201.30900000000003,48745.9749,61585.36351,120382.78199999999,,21935.00083,9.3638724e+07,2.89478e+09
Vietnam,VNM,Asia-Pacific,2017-01-01,220.408,,,128277.45599999999,,,9.4596642e+07,2.37639e+09
Yemen,YEM,Middle East/North Africa,2011-01-01,32.726,8290.654818,9765.551918000001,14955.782,5406.922467,213.8,2.3807588e+07,4.7755e+08
Yemen,YEM,Middle East/North Africa,2012-01-01,35.400999999999996,10583.551109999999,12818.690540000001,16744.673,4997.638584,214.3508333,2.4473178e+07,7.1182e+08
Yemen,YEM,Middle East/North Africa,2013-01-01,40.415,9659.314068000001,12446.80069,19480.03,,214.89,2.5147109e+07,1.03963e+09
Yemen,YEM,Middle East/North Africa,2014-01-01,43.229,10220.96421,12008.9348,21052.522999999997,,214.89,2.5823485e+07,1.16344e+09
Yemen,YEM,Middle East/North Africa,2015-01-01,34.602,4869.570478000001,8858.913863,25155.654,,214.89,2.6497889e+07,1.79802e+09
Yemen,YEM,Middle East/North Africa,2016-01-01,20.901,2764.83317,6925.994695,24809.487,,214.89,2.716821e+07,2.30111e+09
Yemen,YEM,Middle East/North Africa,2017-01-01,16.511,1624.007632,3717.971986,23280.51,,214.89,2.7834821e+07,3.23401e+09
